STATIONID,Taxa ID,Count
20210323-1000-jagrassi,Acroneuria,3
20210323-1000-jagrassi,Haploperla,8
20210323-1000-jagrassi,Strophopteryx,25
20210323-1000-jagrassi,Optioservus,1
20210323-1000-jagrassi,Ephemerella,3
20210323-1000-jagrassi,Isoperla,10
20210323-1000-jagrassi,Ameletus,40
20210323-1000-jagrassi,Epeorus,26
20210323-1000-jagrassi,Hydropsyche,2
20210323-1000-jagrassi,Prosimulium,4
20210323-1000-jagrassi,Rhyacophila,13
20210323-1000-jagrassi,Probezzia,3
20210323-1030-smeans,Cinygmula,9
20210323-1030-smeans,Prostoia,8
20210323-1030-smeans,Nematoda,1
20210323-1030-smeans,Chironomidae,32
20210323-1030-smeans,Epeorus,3
20210323-1030-smeans,Taenionema,9
20210323-1030-smeans,Amphinemura,3
20210323-1030-smeans,Prosimulium,136
20210323-1030-smeans,Eurylophella,2
20210323-1030-smeans,Habrophlebiodes,1
20210323-1030-smeans,Hexatoma,5
20210323-1030-smeans,Ephemerella,8
20210323-1030-smeans,Leuctra,1
20210323-1030-smeans,Optioservus,1
20210323-1055-drebuck,Paraleptophlebia,13
20210323-1055-drebuck,Leucrocuta,1
20210323-1055-drebuck,Ephemerella,58
20210323-1055-drebuck,Leuctra,6
20210323-1055-drebuck,Peltoperla,1
20210323-1055-drebuck,Rhyacophila,7
20210323-1055-drebuck,Neophylax,9
20210323-1055-drebuck,Diplectrona,1
20210323-1055-drebuck,Lanthus,1
20210323-1055-drebuck,Prosimulium,9
20210323-1055-drebuck,Antocha,1
20210323-1055-drebuck,Platyhelminthes,1
20210323-1055-drebuck,Bezzia,2
20210323-1055-drebuck,Eurylophella,1
20210323-1055-drebuck,Epeorus,15
20210323-1055-drebuck,Isoperla,5
20210323-1055-drebuck,Palaeagapetus,1
20210323-1055-drebuck,Molanna,1
20210323-1055-drebuck,Optioservus,2
20210323-1055-drebuck,Chironomidae,47
20210323-1055-drebuck,Malirekus,1
20210323-1055-drebuck,Dicranota,2
20210323-1055-drebuck,Chelifera,3
20210323-1055-drebuck,Clitellata,7
20210323-1055-drebuck,Baetis,4
20210323-1055-drebuck,Maccaffertium,2
20210323-1055-drebuck,Amphinemura,7
20210323-1055-drebuck,Ameletus,1
20210323-1200-jagrassi,Acroneuria,2
20210323-1200-jagrassi,Baetis,1
20210323-1200-jagrassi,Hydropsyche,1
20210323-1200-jagrassi,Haploperla,2
20210323-1200-jagrassi,Chironomidae,8
20210323-1200-jagrassi,Diplectrona,12
20210323-1200-jagrassi,Paraleptophlebia,13
20210323-1200-jagrassi,Drunella,2
20210323-1200-jagrassi,Rhyacophila,1
20210323-1200-jagrassi,Oulimnius,12
20210323-1200-jagrassi,Maccaffertium,8
20210323-1200-jagrassi,Ephemerella,57
20210323-1200-jagrassi,Pycnopsyche,1
20210323-1200-jagrassi,Cambaridae,1
20210323-1200-jagrassi,Prosimulium,47
20210323-1200-jagrassi,Cheumatopsyche,4
20210323-1200-jagrassi,Isoperla,1
20210323-1200-jagrassi,Amphinemura,2
20210323-1200-jagrassi,Epeorus,12
20210323-1200-jagrassi,Optioservus,13
20210323-1200-jagrassi,Neophylax,6
20210323-1250-tdaley,Baetis,1
20210323-1250-tdaley,Stenelmis,11
20210323-1250-tdaley,Maccaffertium,16
20210323-1250-tdaley,Oulimnius,1
20210323-1250-tdaley,Chimarra,20
20210323-1250-tdaley,Antocha,4
20210323-1250-tdaley,Optioservus,3
20210323-1250-tdaley,Ephemerella,3
20210323-1250-tdaley,Cheumatopsyche,12
20210323-1250-tdaley,Hydropsyche,5
20210323-1250-tdaley,Gammarus,4
20210323-1250-tdaley,Caecidotea,2
20210323-1250-tdaley,Nematoda,1
20210323-1250-tdaley,Nemertea,1
20210323-1250-tdaley,Isonychia,1
20210323-1250-tdaley,Clinocera,3
20210323-1250-tdaley,Psephenus,8
20210323-1250-tdaley,Hemerodromia,2
20210323-1250-tdaley,Platyhelminthes,2
20210323-1250-tdaley,Clitellata,5
20210323-1250-tdaley,Chironomidae,94
20210323-1310-drebuck,Neophylax,1
20210323-1310-drebuck,Pisidiidae,12
20210323-1310-drebuck,Optioservus,6
20210323-1310-drebuck,Prosimulium,7
20210323-1310-drebuck,Clitellata,6
20210323-1310-drebuck,Chironomidae,32
20210323-1310-drebuck,Baetis,1
20210323-1310-drebuck,Gammarus,97
20210323-1310-drebuck,Platyhelminthes,8
20210323-1310-drebuck,Lepidostoma,2
20210323-1310-drebuck,Lirceus,152
20210323-1310-drebuck,Simulium,4
20210323-1310-drebuck,Promoresia,2
20210323-1330-jagrassi,Acroneuria,4
20210323-1330-jagrassi,Neophylax,21
20210323-1330-jagrassi,Epeorus,3
20210323-1330-jagrassi,Optioservus,11
20210323-1330-jagrassi,Hexatoma,1
20210323-1330-jagrassi,Hydropsyche,12
20210323-1330-jagrassi,Paraleptophlebia,4
20210323-1330-jagrassi,Prosimulium,40
20210323-1330-jagrassi,Glossosoma,1
20210323-1330-jagrassi,Maccaffertium,2
20210323-1330-jagrassi,Ephemerella,48
20210323-1330-jagrassi,Amphinemura,2
20210323-1330-jagrassi,Isonychia,1
20210323-1330-jagrassi,Cheumatopsyche,4
20210323-1330-jagrassi,Prostoia,35
20210323-1330-jagrassi,Diplectrona,2
20210323-1330-jagrassi,Probezzia,1
20210323-1330-jagrassi,Chironomidae,15
20210323-1330-jagrassi,Baetis,23
20210323-1345-tdaley,Hydropsyche,25
20210323-1345-tdaley,Chimarra,1
20210323-1345-tdaley,Optioservus,3
20210323-1345-tdaley,Maccaffertium,2
20210323-1345-tdaley,Ephemerella,17
20210323-1345-tdaley,Nematoda,1
20210323-1345-tdaley,Nemertea,2
20210323-1345-tdaley,Platyhelminthes,1
20210323-1345-tdaley,Clitellata,4
20210323-1345-tdaley,Chironomidae,58
20210323-1345-tdaley,Baetis,2
20210323-1345-tdaley,Lanthus,1
20210323-1345-tdaley,Eurylophella,1
20210323-1345-tdaley,Stenelmis,3
20210323-1345-tdaley,Antocha,1
20210323-1345-tdaley,Cheumatopsyche,70
20210323-1435-tdaley,Ceratopogon,1
20210323-1435-tdaley,Acroneuria,1
20210323-1435-tdaley,Teloganopsis,1
20210323-1435-tdaley,Paraleptophlebia,2
20210323-1435-tdaley,Clitellata,53
20210323-1435-tdaley,Antocha,1
20210323-1435-tdaley,Clinocera,1
20210323-1435-tdaley,Hydropsyche,5
20210323-1435-tdaley,Eurylophella,12
20210323-1435-tdaley,Physidae,1
20210323-1435-tdaley,Cambarus,1
20210323-1435-tdaley,Diplectrona,4
20210323-1435-tdaley,Psephenus,1
20210323-1435-tdaley,Dicranota,1
20210323-1435-tdaley,Optioservus,1
20210323-1435-tdaley,Stenelmis,1
20210323-1435-tdaley,Habrophlebiodes,1
20210323-1435-tdaley,Cheumatopsyche,4
20210323-1435-tdaley,Ephemerella,33
20210323-1435-tdaley,Chironomidae,70
20210323-1550-tdaley,Maccaffertium,4
20210323-1550-tdaley,Epeorus,9
20210323-1550-tdaley,Paraleptophlebia,2
20210323-1550-tdaley,Diphetor,3
20210323-1550-tdaley,Stenelmis,1
20210323-1550-tdaley,Baetis,4
20210323-1550-tdaley,Oulimnius,24
20210323-1550-tdaley,Dicranota,4
20210323-1550-tdaley,Prosimulium,2
20210323-1550-tdaley,Cambarus,1
20210323-1550-tdaley,Acroneuria,2
20210323-1550-tdaley,Neoplasta,1
20210323-1550-tdaley,Haploperla,5
20210323-1550-tdaley,Diplectrona,8
20210323-1550-tdaley,Neophylax,3
20210323-1550-tdaley,Anchytarsus,4
20210323-1550-tdaley,Eccoptura,4
20210323-1550-tdaley,Psephenus,1
20210323-1550-tdaley,Clitellata,4
20210323-1550-tdaley,Chrysops,1
20210323-1550-tdaley,Optioservus,12
20210323-1550-tdaley,Nematoda,3
20210323-1550-tdaley,Cheumatopsyche,1
20210323-1550-tdaley,Isoperla,2
20210323-1550-tdaley,Leucrocuta,1
20210323-1550-tdaley,Dolophilodes,1
20210323-1550-tdaley,Leuctra,2
20210323-1550-tdaley,Amphinemura,2
20210323-1550-tdaley,Cinygmula,16
20210323-1550-tdaley,Ephemerella,28
20210323-1550-tdaley,Eurylophella,2
20210323-1550-tdaley,Teloganopsis,8
20210323-1550-tdaley,Promoresia,2
20210323-1550-tdaley,Antocha,1
20210323-1550-tdaley,Chironomidae,30
20210324-0945-rspear,Cheumatopsyche,2
20210324-0945-rspear,Stenacron,1
20210324-0945-rspear,Caenis,2
20210324-0945-rspear,Optioservus,30
20210324-0945-rspear,Clitellata,19
20210324-0945-rspear,Chironomidae,45
20210324-0945-rspear,Psephenus,10
20210324-0945-rspear,Probezzia,4
20210324-0945-rspear,Stenelmis,85
20210324-0945-rspear,Gammarus,1
20210324-0945-rspear,Dubiraphia,1
20210324-0945-rspear,Platyhelminthes,2
20210324-0945-rspear,Corbiculidae,6
20210324-0945-rspear,Nematoda,1
20210324-0945-rspear,Maccaffertium,1
20210324-1000-jagrassi,Maccaffertium,6
20210324-1000-jagrassi,Paraleptophlebia,1
20210324-1000-jagrassi,Baetis,3
20210324-1000-jagrassi,Optioservus,5
20210324-1000-jagrassi,Chimarra,9
20210324-1000-jagrassi,Cheumatopsyche,34
20210324-1000-jagrassi,Isonychia,4
20210324-1000-jagrassi,Prosimulium,107
20210324-1000-jagrassi,Hydropsyche,6
20210324-1000-jagrassi,Psephenus,4
20210324-1000-jagrassi,Amphinemura,2
20210324-1000-jagrassi,Nigronia,1
20210324-1000-jagrassi,Stenelmis,1
20210324-1000-jagrassi,Habrophlebiodes,1
20210324-1000-jagrassi,Chironomidae,22
20210324-1045-jadetweile,Gammarus,5
20210324-1045-jadetweile,Caecidotea,2
20210324-1045-jadetweile,Clitellata,20
20210324-1045-jadetweile,Trichoclinocera,13
20210324-1045-jadetweile,Optioservus,11
20210324-1045-jadetweile,Prostoia,6
20210324-1045-jadetweile,Bezzia,7
20210324-1045-jadetweile,Prosimulium,2
20210324-1045-jadetweile,Simulium,14
20210324-1045-jadetweile,Stenelmis,25
20210324-1045-jadetweile,Caenis,1
20210324-1045-jadetweile,Stenacron,1
20210324-1045-jadetweile,Rhyacophila,4
20210324-1045-jadetweile,Remenus,2
20210324-1045-jadetweile,Chironomidae,79
20210324-1045-jadetweile,Lumbriculata,1
20210324-1045-jadetweile,Dubiraphia,1
20210324-1045-jadetweile,Platyhelminthes,1
20210324-1100-smeans,Clitellata,1
20210324-1100-smeans,Leuctra,61
20210324-1100-smeans,Boyeria,2
20210324-1100-smeans,Nematoda,1
20210324-1100-smeans,Probezzia,1
20210324-1100-smeans,Sialis,1
20210324-1100-smeans,Ostrocerca,2
20210324-1100-smeans,Nigronia,2
20210324-1100-smeans,Eurylophella,5
20210324-1100-smeans,Diplectrona,9
20210324-1100-smeans,Paracapnia,1
20210324-1100-smeans,Lepidostoma,1
20210324-1100-smeans,Prosimulium,19
20210324-1100-smeans,Epeorus,1
20210324-1100-smeans,Plectrocnemia,3
20210324-1100-smeans,Diphetor,1
20210324-1100-smeans,Hexatoma,17
20210324-1100-smeans,Acroneuria,7
20210324-1100-smeans,Isoperla,1
20210324-1100-smeans,Dolophilodes,2
20210324-1100-smeans,Chironomidae,62
20210324-1100-smeans,Lanthus,1
20210325-1045-drebuck,Paraleptophlebia,6
20210325-1045-drebuck,Amphinemura,12
20210325-1045-drebuck,Rhyacophila,5
20210325-1045-drebuck,Lanthus,2
20210325-1045-drebuck,Ceratopogon,1
20210325-1045-drebuck,Platyhelminthes,1
20210325-1045-drebuck,Leucrocuta,1
20210325-1045-drebuck,Isoperla,1
20210325-1045-drebuck,Lepidostoma,2
20210325-1045-drebuck,Optioservus,2
20210325-1045-drebuck,Isotomidae,2
20210325-1045-drebuck,Malirekus,1
20210325-1045-drebuck,Chironomidae,42
20210325-1045-drebuck,Ameletus,1
20210325-1045-drebuck,Maccaffertium,2
20210325-1045-drebuck,Peltoperla,1
20210325-1045-drebuck,Leuctra,4
20210325-1045-drebuck,Hexatoma,1
20210325-1045-drebuck,Neophylax,5
20210325-1045-drebuck,Epeorus,3
20210325-1045-drebuck,Prosimulium,57
20210325-1045-drebuck,Ephemerella,35
20210325-1045-drebuck,Pteronarcys,1
20210325-1045-drebuck,Bezzia,3
20210325-1045-drebuck,Diplectrona,2
20210325-1045-drebuck,Clitellata,4
20210325-1045-drebuck,Molophilus,1
20210325-1045-drebuck,Pycnopsyche,1
20210325-1235-drebuck,Cambarus,1
20210325-1235-drebuck,Pseudolimnophila,1
20210325-1235-drebuck,Polycentropus,1
20210325-1235-drebuck,Leuctra,7
20210325-1235-drebuck,Sweltsa,1
20210325-1235-drebuck,Isoperla,1
20210325-1235-drebuck,Pycnopsyche,1
20210325-1235-drebuck,Neophylax,2
20210325-1235-drebuck,Ectopria,3
20210325-1235-drebuck,Chironomidae,39
20210325-1235-drebuck,Dicranota,2
20210325-1235-drebuck,Ceratopogonidae,1
20210325-1235-drebuck,Clitellata,7
20210325-1235-drebuck,Maccaffertium,1
20210325-1235-drebuck,Isotomidae,1
20210325-1235-drebuck,Cordulegaster,1
20210325-1235-drebuck,Amphinemura,15
20210325-1235-drebuck,Lanthus,1
20210325-1235-drebuck,Paraleptophlebia,13
20210325-1235-drebuck,Peltoperla,1
20210325-1235-drebuck,Lepidostoma,1
20210325-1235-drebuck,Dixa,2
20210325-1235-drebuck,Rhyacophila,3
20210325-1235-drebuck,Oulimnius,11
20210325-1235-drebuck,Ephemerella,20
20210325-1235-drebuck,Epeorus,7
20210325-1235-drebuck,Ameletus,4
20210325-1235-drebuck,Hexatoma,3
20210325-1235-drebuck,Leucrocuta,2
20210325-1235-drebuck,Prosimulium,41
20210325-1500-drebuck,Chrysops,1
20210325-1500-drebuck,Lumbriculata,1
20210325-1500-drebuck,Ironoquia,1
20210325-1500-drebuck,Chironomidae,200
20210325-1500-drebuck,Platyhelminthes,3
20210325-1500-drebuck,Optioservus,2
20210325-1500-drebuck,Clitellata,5
20210326-1030-HuntingdonCCD,Psephenus,2
20210326-1030-HuntingdonCCD,Stenelmis,75
20210326-1030-HuntingdonCCD,Chimarra,5
20210326-1030-HuntingdonCCD,Cheumatopsyche,2
20210326-1030-HuntingdonCCD,Hydropsyche,1
20210326-1030-HuntingdonCCD,Chironomidae,83
20210326-1030-HuntingdonCCD,Optioservus,9
20210326-1030-HuntingdonCCD,Ectopria,1
20210326-1030-HuntingdonCCD,Ephemerella,20
20210326-1030-HuntingdonCCD,Helicopsyche,4
20210326-1030-HuntingdonCCD,Platyhelminthes,1
20210326-1030-HuntingdonCCD,Simulium,1
20210326-1030-HuntingdonCCD,Boyeria,1
20210326-1030-HuntingdonCCD,Prosimulium,11
20210326-1200-HuntingdonCCD,Simulium,1
20210326-1200-HuntingdonCCD,Lirceus,87
20210326-1200-HuntingdonCCD,Optioservus,19
20210326-1200-HuntingdonCCD,Stenonema,1
20210326-1200-HuntingdonCCD,Pilaria,1
20210326-1200-HuntingdonCCD,Chimarra,17
20210326-1200-HuntingdonCCD,Prosimulium,5
20210326-1200-HuntingdonCCD,Stenacron,3
20210326-1200-HuntingdonCCD,Psephenus,1
20210326-1200-HuntingdonCCD,Stenelmis,20
20210326-1200-HuntingdonCCD,Chironomidae,60
20210326-1200-HuntingdonCCD,Platyhelminthes,2
20210326-1200-HuntingdonCCD,Gammarus,3
20210326-1300-HuntingdonCCD,Stenelmis,14
20210326-1300-HuntingdonCCD,Platyhelminthes,5
20210326-1300-HuntingdonCCD,Neophylax,1
20210326-1300-HuntingdonCCD,Ephemerella,3
20210326-1300-HuntingdonCCD,Lirceus,148
20210326-1300-HuntingdonCCD,Clitellata,1
20210326-1300-HuntingdonCCD,Prosimulium,3
20210326-1300-HuntingdonCCD,Chironomidae,17
20210326-1300-HuntingdonCCD,Optioservus,16
20210329-0945-jagrassi,Diphetor,1
20210329-0945-jagrassi,Ectopria,4
20210329-0945-jagrassi,Prosimulium,20
20210329-0945-jagrassi,Chironomidae,10
20210329-0945-jagrassi,Neophylax,1
20210329-0945-jagrassi,Lepidostoma,2
20210329-0945-jagrassi,Habrophlebiodes,12
20210329-0945-jagrassi,Remenus,2
20210329-0945-jagrassi,Stenacron,3
20210329-0945-jagrassi,Pteronarcys,10
20210329-0945-jagrassi,Diplectrona,12
20210329-0945-jagrassi,Cambaridae,1
20210329-0945-jagrassi,Maccaffertium,3
20210329-0945-jagrassi,Haploperla,1
20210329-0945-jagrassi,Malirekus,4
20210329-0945-jagrassi,Leuctra,48
20210329-0945-jagrassi,Epeorus,10
20210329-0945-jagrassi,Amphinemura,15
20210329-0945-jagrassi,Oulimnius,35
20210329-0945-jagrassi,Hexatoma,4
20210329-0945-jagrassi,Antocha,1
20210329-0945-jagrassi,Dicranota,2
20210329-0945-jagrassi,Rhyacophila,11
20210329-0945-jagrassi,Baetis,2
20210329-0945-jagrassi,Ephemerella,20
20210329-1030-jagrassi,Neophylax,2
20210329-1030-jagrassi,Paraleptophlebia,31
20210329-1030-jagrassi,Acroneuria,4
20210329-1030-jagrassi,Sweltsa,1
20210329-1030-jagrassi,Prosimulium,46
20210329-1030-jagrassi,Acerpenna,1
20210329-1030-jagrassi,Diplectrona,2
20210329-1030-jagrassi,Oulimnius,92
20210329-1030-jagrassi,Leuctra,1
20210329-1030-jagrassi,Rhyacophila,6
20210329-1030-jagrassi,Maccaffertium,4
20210329-1030-jagrassi,Optioservus,2
20210329-1030-jagrassi,Hexatoma,2
20210329-1030-jagrassi,Prostoia,2
20210329-1030-jagrassi,Ephemera,1
20210329-1030-jagrassi,Epeorus,6
20210329-1030-jagrassi,Chironomidae,4
20210329-1030-jagrassi,Amphinemura,6
20210329-1030-jagrassi,Isoperla,1
20210329-1030-jagrassi,Cinygmula,4
20210329-1030-jagrassi,Probezzia,1
20210329-1030-jagrassi,Ephemerella,10
20210329-1100-drebuck,Frenesia,1
20210329-1100-drebuck,Chironomidae,20
20210329-1100-drebuck,Physidae,8
20210329-1100-drebuck,Gammarus,59
20210329-1100-drebuck,Lirceus,30
20210329-1100-drebuck,Hydrobiidae,156
20210329-1100-drebuck,Platyhelminthes,9
20210329-1100-drebuck,Clitellata,3
20210329-1100-drebuck,Neophylax,2
20210329-1100-drebuck,Lepidostoma,1
20210329-1100-drebuck,Lymnaeidae,2
20210329-1100-drebuck,Pisidiidae,9
20210329-1230-drebuck,Chelifera,1
20210329-1230-drebuck,Gammarus,63
20210329-1230-drebuck,Lepidostoma,2
20210329-1230-drebuck,Neophylax,1
20210329-1230-drebuck,Physidae,3
20210329-1230-drebuck,Clitellata,6
20210329-1230-drebuck,Platyhelminthes,8
20210329-1230-drebuck,Lirceus,19
20210329-1230-drebuck,Chironomidae,197
20210329-1230-drebuck,Prosimulium,3
20210329-1230-drebuck,Limnephilus,1
20210329-1230-drebuck,Rhyacophila,1
20210329-1230-drebuck,Hydrobiidae,24
20210329-1230-drebuck,Stygobromus,2
20210329-1420-drebuck,Ironoquia,1
20210329-1420-drebuck,Sialis,1
20210329-1420-drebuck,Prosimulium,117
20210329-1420-drebuck,Chironomidae,7
20210329-1420-drebuck,Clitellata,3
20210329-1420-drebuck,Platyhelminthes,4
20210329-1420-drebuck,Promoresia,1
20210329-1420-drebuck,Gammarus,64
20210329-1420-drebuck,Optioservus,28
20210329-1420-drebuck,Lirceus,71
20210329-1420-drebuck,Neophylax,2
20210329-1420-drebuck,Paraleptophlebia,1
20210330-1000-jagrassi,Diplectrona,3
20210330-1000-jagrassi,Hydropsyche,2
20210330-1000-jagrassi,Peltoperla,1
20210330-1000-jagrassi,Leuctra,20
20210330-1000-jagrassi,Epeorus,34
20210330-1000-jagrassi,Acroneuria,5
20210330-1000-jagrassi,Maccaffertium,3
20210330-1000-jagrassi,Neophylax,1
20210330-1000-jagrassi,Prosimulium,57
20210330-1000-jagrassi,Cinygmula,9
20210330-1000-jagrassi,Ephemerella,6
20210330-1000-jagrassi,Amphinemura,16
20210330-1000-jagrassi,Chironomidae,8
20210330-1000-jagrassi,Paraleptophlebia,9
20210330-1000-jagrassi,Probezzia,1
20210330-1000-jagrassi,Dolophilodes,1
20210330-1000-jagrassi,Oulimnius,35
20210330-1000-jagrassi,Diphetor,4
20210330-1000-jagrassi,Rhyacophila,4
20210330-1000-jagrassi,Ameletus,1
20210330-1100-jagrassi,Hydropsyche,1
20210330-1100-jagrassi,Oulimnius,32
20210330-1100-jagrassi,Paraleptophlebia,6
20210330-1100-jagrassi,Diplectrona,2
20210330-1100-jagrassi,Ephemerella,2
20210330-1100-jagrassi,Chironomidae,11
20210330-1100-jagrassi,Diphetor,8
20210330-1100-jagrassi,Cinygmula,38
20210330-1100-jagrassi,Neophylax,5
20210330-1100-jagrassi,Eurylophella,1
20210330-1100-jagrassi,Prosimulium,35
20210330-1100-jagrassi,Epeorus,16
20210330-1100-jagrassi,Drunella,4
20210330-1100-jagrassi,Amphinemura,28
20210330-1100-jagrassi,Limnophila,1
20210330-1100-jagrassi,Rhyacophila,6
20210330-1100-jagrassi,Haploperla,5
20210330-1100-jagrassi,Ectopria,2
20210330-1100-jagrassi,Tipula,1
20210330-1100-jagrassi,Hexatoma,1
20210330-1100-jagrassi,Acroneuria,4
20210330-1100-jagrassi,Leuctra,3
20210330-1115-jeremmille,Dolophilodes,1
20210330-1115-jeremmille,Isoperla,5
20210330-1115-jeremmille,Prosimulium,1
20210330-1115-jeremmille,Baetis,11
20210330-1115-jeremmille,Diplectrona,9
20210330-1115-jeremmille,Diphetor,3
20210330-1115-jeremmille,Neophylax,1
20210330-1115-jeremmille,Paraleptophlebia,34
20210330-1115-jeremmille,Limnophila,1
20210330-1115-jeremmille,Oulimnius,15
20210330-1115-jeremmille,Antocha,1
20210330-1115-jeremmille,Pteronarcys,4
20210330-1115-jeremmille,Epeorus,7
20210330-1115-jeremmille,Sweltsa,3
20210330-1115-jeremmille,Chironomidae,5
20210330-1115-jeremmille,Acroneuria,3
20210330-1115-jeremmille,Promoresia,3
20210330-1115-jeremmille,Amphinemura,1
20210330-1115-jeremmille,Ectopria,2
20210330-1115-jeremmille,Nigronia,1
20210330-1115-jeremmille,Leuctra,6
20210330-1115-jeremmille,Rhyacophila,2
20210330-1115-jeremmille,Ephemerella,58
20210330-1115-jeremmille,Tallaperla,1
20210330-1115-jeremmille,Maccaffertium,6
20210330-1115-jeremmille,Leucrocuta,3
20210330-1115-jeremmille,Cinygmula,10
20210330-1115-jeremmille,Hexatoma,2
20210330-1215-jeremmille,Ectopria,1
20210330-1215-jeremmille,Cinygmula,26
20210330-1215-jeremmille,Eurylophella,1
20210330-1215-jeremmille,Agapetus,1
20210330-1215-jeremmille,Neophylax,1
20210330-1215-jeremmille,Isoperla,3
20210330-1215-jeremmille,Tipula,1
20210330-1215-jeremmille,Tallaperla,1
20210330-1215-jeremmille,Acroneuria,7
20210330-1215-jeremmille,Amphinemura,6
20210330-1215-jeremmille,Epeorus,29
20210330-1215-jeremmille,Blepharicera,1
20210330-1215-jeremmille,Diphetor,1
20210330-1215-jeremmille,Prosimulium,6
20210330-1215-jeremmille,Promoresia,2
20210330-1215-jeremmille,Leucrocuta,2
20210330-1215-jeremmille,Paraleptophlebia,18
20210330-1215-jeremmille,Sweltsa,2
20210330-1215-jeremmille,Ameletus,1
20210330-1215-jeremmille,Antocha,1
20210330-1215-jeremmille,Rhyacophila,2
20210330-1215-jeremmille,Oulimnius,10
20210330-1215-jeremmille,Chelifera,1
20210330-1215-jeremmille,Chironomidae,5
20210330-1215-jeremmille,Baetis,13
20210330-1215-jeremmille,Leuctra,11
20210330-1215-jeremmille,Maccaffertium,4
20210330-1215-jeremmille,Diplectrona,11
20210330-1215-jeremmille,Ephemerella,38
20210330-1215-jeremmille,Cambarus,1
20210330-1215-jeremmille,Cheumatopsyche,2
20210330-1230-jagrassi,Cheumatopsyche,3
20210330-1230-jagrassi,Neophylax,9
20210330-1230-jagrassi,Diphetor,7
20210330-1230-jagrassi,Lanthus,1
20210330-1230-jagrassi,Tipula,1
20210330-1230-jagrassi,Nigronia,3
20210330-1230-jagrassi,Hydropsyche,5
20210330-1230-jagrassi,Chimarra,8
20210330-1230-jagrassi,Polycentropus,1
20210330-1230-jagrassi,Maccaffertium,2
20210330-1230-jagrassi,Diplectrona,5
20210330-1230-jagrassi,Leuctra,3
20210330-1230-jagrassi,Stenelmis,4
20210330-1230-jagrassi,Oulimnius,41
20210330-1230-jagrassi,Promoresia,1
20210330-1230-jagrassi,Hexatoma,2
20210330-1230-jagrassi,Chironomidae,51
20210330-1230-jagrassi,Paraleptophlebia,2
20210330-1230-jagrassi,Prosimulium,40
20210330-1230-jagrassi,Habrophlebiodes,1
20210330-1230-jagrassi,Baetis,5
20210330-1230-jagrassi,Optioservus,4
20210330-1230-jagrassi,Amphinemura,16
20210330-1330-jagrassi,Chironomidae,12
20210330-1330-jagrassi,Haploperla,3
20210330-1330-jagrassi,Optioservus,1
20210330-1330-jagrassi,Epeorus,7
20210330-1330-jagrassi,Leuctra,1
20210330-1330-jagrassi,Oulimnius,72
20210330-1330-jagrassi,Cinygmula,13
20210330-1330-jagrassi,Baetis,2
20210330-1330-jagrassi,Antocha,1
20210330-1330-jagrassi,Neophylax,9
20210330-1330-jagrassi,Prosimulium,6
20210330-1330-jagrassi,Polycentropus,1
20210330-1330-jagrassi,Habrophlebiodes,1
20210330-1330-jagrassi,Ephemerella,2
20210330-1330-jagrassi,Rhyacophila,3
20210330-1330-jagrassi,Maccaffertium,6
20210330-1330-jagrassi,Paraleptophlebia,7
20210330-1330-jagrassi,Prostoia,14
20210330-1330-jagrassi,Diplectrona,17
20210330-1330-jagrassi,Acroneuria,4
20210330-1330-jagrassi,Amphinemura,23
20210330-1330-jeremmille,Cinygmula,8
20210330-1330-jeremmille,Dicranota,8
20210330-1330-jeremmille,Ephemerella,68
20210330-1330-jeremmille,Maccaffertium,1
20210330-1330-jeremmille,Remenus,2
20210330-1330-jeremmille,Isoperla,5
20210330-1330-jeremmille,Tipula,1
20210330-1330-jeremmille,Oulimnius,3
20210330-1330-jeremmille,Rhyacophila,7
20210330-1330-jeremmille,Neophylax,1
20210330-1330-jeremmille,Hexatoma,4
20210330-1330-jeremmille,Chironomidae,6
20210330-1330-jeremmille,Epeorus,4
20210330-1330-jeremmille,Haploperla,3
20210330-1330-jeremmille,Prosimulium,4
20210330-1330-jeremmille,Amphinemura,19
20210330-1330-jeremmille,Sweltsa,3
20210330-1330-jeremmille,Diphetor,8
20210330-1330-jeremmille,Ectopria,3
20210330-1330-jeremmille,Paraleptophlebia,6
20210330-1330-jeremmille,Simulium,1
20210330-1330-jeremmille,Diplectrona,9
20210330-1330-jeremmille,Optioservus,1
20210330-1330-jeremmille,Acroneuria,8
20210330-1330-jeremmille,Leuctra,1
20210330-1330-jeremmille,Lype,1
20210331-1345-tdaley,Simulium,1
20210331-1345-tdaley,Haploperla,1
20210331-1345-tdaley,Clitellata,22
20210331-1345-tdaley,Amphinemura,6
20210331-1345-tdaley,Acroneuria,2
20210331-1345-tdaley,Ephemerella,11
20210331-1345-tdaley,Pisidiidae,1
20210331-1345-tdaley,Clinocera,2
20210331-1345-tdaley,Dicranota,1
20210331-1345-tdaley,Promoresia,1
20210331-1345-tdaley,Chironomidae,108
20210331-1345-tdaley,Nematoda,4
20210331-1345-tdaley,Platyhelminthes,3
20210331-1345-tdaley,Neoplasta,1
20210331-1345-tdaley,Chimarra,1
20210331-1345-tdaley,Penelomax,1
20210331-1345-tdaley,Diphetor,1
20210331-1345-tdaley,Teloganopsis,5
20210331-1345-tdaley,Hydropsyche,2
20210331-1345-tdaley,Sialis,1
20210331-1345-tdaley,Maccaffertium,1
20210331-1345-tdaley,Prosimulium,7
20210331-1345-tdaley,Anchytarsus,1
20210331-1345-tdaley,Oulimnius,7
